date,basket,eur_usd,jpy_usd,gbp_usd,cad_usd,sek_usd,chf_usd
2016-01-04,1.008108523786,1.089800000000,0.008397287718,1.476493700041,0.718296862642,0.118849240970,1.000642732531
2016-01-05,0.998688728122,1.074600000000,0.008403190491,1.467331194101,0.717548076923,0.116506749065,0.990688669678
2016-01-06,0.997929742671,1.074200000000,0.008445632518,1.462690631808,0.709651846469,0.116343550309,0.990411211507
2016-01-07,1.005311152296,1.086800000000,0.008507906685,1.457911328728,0.707552083333,0.117137314076,0.999356321839
2016-01-08,1.003955201576,1.086100000000,0.008451482375,1.457480642521,0.708896286143,0.117238773748,1.000092081031
2016-01-11,1.006248492818,1.088800000000,0.008484376218,1.457466033063,0.709963484611,0.117428817947,1.002301390040
2016-01-12,1.001503915603,1.083600000000,0.008479536740,1.443260522110,0.705009759271,0.117167479429,0.998249654537
2016-01-13,0.999591575907,1.081600000000,0.008467198998,1.441748866969,0.703205253235,0.116980315812,0.989932271646
2016-01-14,1.003054489080,1.089300000000,0.008492905037,1.438912592632,0.696171790120,0.117318255250,0.994794520548
2016-01-15,1.003476153290,1.091400000000,0.008539906103,1.433223900197,0.688623887942,0.116759740677,0.996621313122
2016-01-18,1.001603767237,1.089200000000,0.008524025669,1.428215517354,0.689367088608,0.116602969672,0.995066691029
2016-01-19,0.998991174027,1.086800000000,0.008482672495,1.421155178952,0.690031746032,0.116570668554,0.995055850577
2016-01-20,1.001622525479,1.090700000000,0.008569296040,1.416493506494,0.683181960539,0.116738555726,0.997713135748
2016-01-21,1.000899450294,1.089300000000,0.008548222554,1.411339431474,0.691619047619,0.116469041026,0.994885377660
2016-01-22,0.998243158658,1.080800000000,0.008458949675,1.432300984641,0.705667276051,0.116543380276,0.987031963470
2016-01-25,0.997456408467,1.081500000000,0.008444600609,1.425088944525,0.704514363885,0.116593716984,0.984882979692
2016-01-26,0.998577323351,1.083700000000,0.008451879582,1.424140876536,0.703199013692,0.116974655671,0.984465843023
2016-01-27,1.002857787711,1.088800000000,0.008446202777,1.433291647469,0.710195029678,0.117592422590,0.983736899169
2016-01-28,1.002478767278,1.090300000000,0.008411510569,1.430314320197,0.709969395064,0.117178599832,0.986429023794
2016-01-29,0.999691406908,1.092000000000,0.008257088847,1.429132312525,0.710798672134,0.116812682520,0.979899497487
2016-02-01,0.998327612178,1.088400000000,0.008246079248,1.430223390276,0.713564544680,0.117240264986,0.980894015862
2016-02-02,1.001490720329,1.091900000000,0.008282008495,1.439361982600,0.714033481559,0.116859488211,0.979546066206
2016-02-03,1.005729118745,1.093300000000,0.008372645122,1.451347404752,0.717670999081,0.116830519342,0.983625730994
2016-02-04,1.026249675081,1.120600000000,0.008522321089,1.463019779359,0.729272419628,0.119167127483,1.003312740621
2016-02-05,1.026137857757,1.120200000000,0.008570117053,1.455277687561,0.727213710724,0.118759607739,1.009098279434
2016-02-08,1.018347249504,1.110100000000,0.008598094648,1.437208700155,0.716794731065,0.117711304569,1.004524477423
